host_category_raw,week,avg_heat,total_heat,topic_count,normalized_heat,mau_millions,dau_millions,heat_per_mau,heat_per_dau
运动健身,2024-07-08,197384.5,394769,2,0.0003108475864980897,587.0,257.0,672.519591141397,1536.0661478599222
音乐,2024-07-08,227776.66666666666,8199960,36,0.006456783018374987,587.0,257.0,13969.267461669506,31906.45914396887
音乐-华语音乐,2024-07-08,340862.64285714284,4772077,14,0.003757611712249554,587.0,257.0,8129.603066439523,18568.39299610895
音乐-日韩音乐,2024-07-08,369427.0,1477708,4,0.0011635715199241053,587.0,257.0,2517.390119250426,5749.836575875486
IT技术,2024-07-15,258768.0,258768,1,0.00017717084242383044,587.0,257.0,440.8313458262351,1006.8793774319066
互联网,2024-07-15,736958.7647058824,12528299,17,0.008577758022505226,587.0,257.0,21342.928449744464,48748.24513618677
体育,2024-07-15,418163.4963235294,113740471,272,0.0778747567889123,587.0,257.0,193765.70868824533,442569.9260700389
健康,2024-07-15,206401.0,412802,2,0.0002826333939831898,587.0,257.0,703.2402044293016,1606.2334630350194
公益,2024-07-15,122826.33333333333,368479,3,0.0002522867388760999,587.0,257.0,627.7325383304941,1433.7704280155642
其他,2024-07-15,441660.0076824584,344936466,781,0.2361678579419362,587.0,257.0,587626.0068143101,1342165.2373540855
军事,2024-07-15,385897.6666666667,2315386,6,0.001585276727247353,587.0,257.0,3944.4395229982965,9009.284046692606
动漫,2024-07-15,388015.26666666666,5820229,15,0.003984939695130805,587.0,257.0,9915.211243611584,22646.80544747082
动漫-国产动漫,2024-07-15,172151.0,344302,2,0.00023573345772355805,587.0,257.0,586.5451448040886,1339.6964980544747
情感,2024-07-15,334252.7205882353,22729185,68,0.015562004784428873,587.0,257.0,38720.92844974446,88440.40856031129
房产,2024-07-15,398977.0,398977,1,0.00027316782290597215,587.0,257.0,679.6882453151618,1552.4396887159533
搞笑,2024-07-15,242369.3396226415,25691150,106,0.01758997514506041,587.0,257.0,43766.86541737649,99965.56420233463
教育,2024-07-15,362377.6,1811888,5,0.0012405464483152063,587.0,257.0,3086.6916524701874,7050.147859922179
数码,2024-07-15,423456.1538461539,5504930,13,0.0037690637388866355,587.0,257.0,9378.074957410563,21419.961089494165
旅游,2024-07-15,187872.66666666666,563618,3,0.0003858926755442499,587.0,257.0,960.1669505962521,2193.0661478599222
时事,2024-07-15,681929.6835443038,107744890,158,0.07376975873432165,587.0,257.0,183551.7717206133,419240.81712062255
时尚,2024-07-15,200058.5,1200351,6,0.0008218450421778864,587.0,257.0,2044.8909710391822,4670.6264591439685
明星,2024-07-15,369630.25872093026,127152809,344,0.08705779032603107,587.0,257.0,216614.6660988075,494758.01167315175
明星-其他,2024-07-15,260217.6,1301088,5,0.0008908167046448429,587.0,257.0,2216.504258943782,5062.599221789883
明星-内地,2024-07-15,360677.1746031746,45445324,126,0.031115077356179743,587.0,257.0,77419.63202725723,176830.05447470816
明星-日韩,2024-07-15,328997.4666666667,4934962,15,0.0033788234050175876,587.0,257.0,8407.090289608177,19202.186770428016
明星-港台,2024-07-15,284804.5,1139218,4,0.0007799890742456226,587.0,257.0,1940.7461669505963,4432.754863813229
星座,2024-07-15,183033.6,915168,5,0.0006265886257934987,587.0,257.0,1559.0596252129471,3560.964980544747
校园,2024-07-15,197247.0,197247,1,0.0001350492222978625,587.0,257.0,336.02555366269166,767.4980544747082
汽车,2024-07-15,355463.3846153846,4621024,13,0.0031638792854631896,587.0,257.0,7872.272572402045,17980.63813229572
游戏,2024-07-15,267235.71532846714,36611293,137,0.025066676030404404,587.0,257.0,62370.175468483816,142456.39299610895
生活记录,2024-07-15,584611.0,584611,1,0.0004002659654989718,587.0,257.0,995.9301533219761,2274.7509727626457
电影,2024-07-15,275572.8,8267184,30,0.005660297848856166,587.0,257.0,14083.788756388416,32168.03112840467
电影-华语电影,2024-07-15,172887.91666666666,2074655,12,0.001420455288477756,587.0,257.0,3534.335604770017,8072.587548638132
电视剧,2024-07-15,261716.6530612245,25648232,98,0.017560590452149593,587.0,257.0,43693.751277683135,99798.56809338521
电视剧-国产剧,2024-07-15,280088.5309734513,31650004,113,0.021669827302439264,587.0,257.0,53918.23509369676,123151.76653696498
社会,2024-07-15,485459.12192118226,394192807,812,0.2698922266029973,587.0,257.0,671538.0017035775,1533824.1517509727
科技,2024-07-15,245131.5,1961052,8,0.0013426746540412167,587.0,257.0,3340.8040885860305,7630.552529182879
科普,2024-07-15,290863.6666666667,3490364,12,0.0023897496222323104,587.0,257.0,5946.105621805792,13581.182879377431
综艺,2024-07-15,383656.3888888889,48340705,126,0.033097459609425714,587.0,257.0,82352.13798977854,188096.12840466926
综艺-内地综艺,2024-07-15,283281.36842105264,21529384,76,0.014740536311082268,587.0,257.0,36676.974446337306,83771.92217898833
美食,2024-07-15,384814.0,1154442,3,0.0007904124994955005,587.0,257.0,1966.6814310051107,4491.992217898833
萌宠,2024-07-15,128984.75,515939,4,0.00035324826589573925,587.0,257.0,878.9420783645655,2007.544747081712
读书,2024-07-15,286978.5,573957,2,0.00039297148490174386,587.0,257.0,977.7802385008517,2233.295719844358
财经,2024-07-15,417439.3875,33395151,80,0.022864678150084337,587.0,257.0,56891.22827938671,129942.22178988328
财经-产业公司,2024-07-15,381555.5,763111,2,0.0005224796680149465,587.0,257.0,1300.0187393526405,2969.303501945525
运动健身,2024-07-15,188130.66666666666,564392,3,0.00038642261059045367,587.0,257.0,961.4855195911414,2196.077821011673
音乐,2024-07-15,206069.36363636365,9067052,44,0.0062079439542009705,587.0,257.0,15446.425894378193,35280.35797665369
音乐-华语音乐,2024-07-15,380211.75,6083388,16,0.004165116926169468,587.0,257.0,10363.522998296423,23670.770428015563
音乐-日韩音乐,2024-07-15,402320.4,2011602,5,0.0013772847529890178,587.0,257.0,3426.9199318568994,7827.245136186771
互联网,2024-07-22,410839.9,4108399,10,0.0017813825593424044,587.0,257.0,6998.976149914821,15985.98832684825
体育,2024-07-22,1023101.2330097087,421517708,412,0.18276810345956765,587.0,257.0,718088.0885860306,1640146.7237354086
公益,2024-07-22,288068.0,1728408,6,0.0007494296115415972,587.0,257.0,2944.4770017035776,6725.322957198444
其他,2024-07-22,624184.0367647059,509334174,816,0.22084491171394735,587.0,257.0,867690.2453151619,1981845.0350194552
军事,2024-07-22,351712.3,3517123,10,0.0015250080557565212,587.0,257.0,5991.691652470187,13685.303501945526
动漫,2024-07-22,242755.63636363635,2670312,11,0.0011578347733028692,587.0,257.0,4549.083475298126,10390.31906614786
历史,2024-07-22,917682.0,917682,1,0.00039790261603667425,587.0,257.0,1563.342419080068,3570.7470817120625
情感,2024-07-22,588323.4,32357787,55,0.014030184853203493,587.0,257.0,55123.998296422484,125905.7859922179
搞笑,2024-07-22,353952.98148148146,38226922,108,0.016575014293437045,587.0,257.0,65122.52470187393,148742.88715953307
教育,2024-07-22,2378284.6666666665,7134854,3,0.00309363926898395,587.0,257.0,12154.776831345825,27762.077821011673
数码,2024-07-22,480535.0,2402675,5,0.0010417886239306386,587.0,257.0,4093.143100511073,9348.929961089494
旅游,2024-07-22,185979.5,371959,2,0.0001612796798437643,587.0,257.0,633.6609880749575,1447.3112840466927
时事,2024-07-22,972702.8638743456,185786247,191,0.08055604632643522,587.0,257.0,316501.272572402,722903.6848249027
时尚,2024-07-22,516070.1666666667,3096421,6,0.0013425936394643187,587.0,257.0,5274.993185689949,12048.33073929961
明星,2024-07-22,405971.8101265823,128287092,316,0.05562468209089587,587.0,257.0,218547.00511073254,499171.5642023346
明星-其他,2024-07-22,547080.8181818182,6017889,11,0.0026093284777497275,587.0,257.0,10251.940374787053,23415.910505836575
明星-内地,2024-07-22,592376.5581395349,76416576,129,0.03313386935666749,587.0,257.0,130181.56047700171,297340.7626459144
明星-日韩,2024-07-22,553060.3076923077,7189784,13,0.0031174566596474853,587.0,257.0,12248.354344122657,27975.813229571984
明星-港台,2024-07-22,1445348.5,2890697,2,0.001253392676841614,587.0,257.0,4924.526405451448,11247.848249027238
星座,2024-07-22,200756.6,1003783,5,0.0004352356062700815,587.0,257.0,1710.022146507666,3905.770428015564
汽车,2024-07-22,462737.1666666667,5552846,12,0.0024076880115865653,587.0,257.0,9459.703577512777,21606.4046692607
法律,2024-07-22,169059.0,169059,1,7.330319039116395e-05,587.0,257.0,288.00511073253836,657.817120622568
游戏,2024-07-22,278300.8020833333,26716877,96,0.011584312703779798,587.0,257.0,45514.27086882453,103956.71984435798
电商,2024-07-22,144830.0,144830,1,6.279760949935983e-05,587.0,257.0,246.7291311754685,563.5408560311284
电影,2024-07-22,380560.77142857143,13319627,35,0.005775327867314297,587.0,257.0,22691.017035775127,51827.34241245136
电影-华语电影,2024-07-22,427282.21428571426,5981951,14,0.002593745929312332,587.0,257.0,10190.717206132878,23276.07392996109
电影-美国电影,2024-07-22,699275.0,1398550,2,0.0006064047280627611,587.0,257.0,2382.5383304940374,5441.828793774319
电视剧,2024-07-22,377664.39705882355,25681179,68,0.01113523890302534,587.0,257.0,43749.87904599659,99926.76653696498
电视剧-国产剧,2024-07-22,296961.5909090909,26132620,88,0.011330981605711252,587.0,257.0,44518.94378194208,101683.34630350195
社会,2024-07-22,633645.9342825849,578518738,913,0.2508430145479974,587.0,257.0,985551.5127768314,2251045.673151751
科技,2024-07-22,366054.0833333333,4392649,12,0.0019046320276859315,587.0,257.0,7483.218057921636,17092.019455252917
科普,2024-07-22,177730.53846153847,2310497,13,0.0010018206749668052,587.0,257.0,3936.1107325383305,8990.260700389104
综艺,2024-07-22,747616.7009345795,79994987,107,0.03468545160210154,587.0,257.0,136277.66098807496,311264.5408560311
综艺-内地综艺,2024-07-22,418401.4915254237,24685688,59,0.010703598669108838,587.0,257.0,42053.98296422487,96053.2607003891
美图,2024-07-22,779338.0,779338,1,0.0003379173057516543,587.0,257.0,1327.6626916524701,3032.443579766537
美食,2024-07-22,155133.0,155133,1,6.72649420317903e-05,587.0,257.0,264.2810902896082,603.6303501945525
萌宠,2024-07-22,318749.0,637498,2,0.0002764161462447207,587.0,257.0,1086.0272572402043,2480.536964980545
财经,2024-07-22,577156.3578947368,54829854,95,0.023773967827100135,587.0,257.0,93406.9063032368,213345.73540856031
财经-产业公司,2024-07-22,636790.0,636790,1,0.00027610916076156424,587.0,257.0,1084.8211243611584,2477.782101167315
财经-其他,2024-07-22,490161.0,490161,1,0.00021253151329017272,587.0,257.0,835.0272572402044,1907.2412451361868
财经-宏观经济,2024-07-22,526676.0,526676,1,0.00022836424622443442,587.0,257.0,897.2333901192504,2049.3229571984434
音乐,2024-07-22,283833.74358974356,11069516,39,0.004799690279050719,587.0,257.0,18857.778534923338,43072.046692607
音乐-华语音乐,2024-07-22,371892.2,3718922,10,0.0016125071567670943,587.0,257.0,6335.471890971039,14470.513618677043
音乐-日韩音乐,2024-07-22,695500.6,3477503,5,0.001507829009368586,587.0,257.0,5924.195911413969,13531.140077821012
互联网,2024-07-29,1561632.111111111,28109378,18,0.004344468004914963,587.0,257.0,47886.50425894378,109375.01167315175
体育,2024-07-29,2479948.2375296913,2088116416,842,0.32273054778550075,587.0,257.0,3557268.170357751,8124966.59922179
健康,2024-07-29,456647.0,456647,1,7.057745215993052e-05,587.0,257.0,777.9335604770017,1776.8365758754865
公益,2024-07-29,2956859.5,11827438,4,0.0018279993947612583,587.0,257.0,20148.95741056218,46021.15953307393
其他,2024-07-29,1314071.5701943845,1216830274,926,0.18806820246271222,587.0,257.0,2072964.6916524703,4734748.147859923
军事,2024-07-29,2772092.3333333335,49897662,18,0.007711974134719779,587.0,257.0,85004.53492333902,194154.32684824904
动漫,2024-07-29,498758.4,2493792,5,0.00038543007087929503,587.0,257.0,4248.36797274276,9703.470817120622
家居,2024-07-29,1709141.0,1709141,1,0.00026415769108759237,587.0,257.0,2911.6541737649063,6650.354085603113
情感,2024-07-29,912547.1590909091,40152075,44,0.006205736931227933,587.0,257.0,68402.17206132879,156233.75486381323
搞笑,2024-07-29,974006.4,77920512,80,0.01204306873352347,587.0,257.0,132743.63202725723,303192.6536964981
教育,2024-07-29,276370.0,829110,3,0.0001281437770538731,587.0,257.0,1412.4531516183986,3226.1089494163425
数码,2024-07-29,908779.5,1817559,2,0.00028091432412859636,587.0,257.0,3096.352640545145,7072.214007782101
旅游,2024-07-29,147148.0,147148,1,2.2742580002560963e-05,587.0,257.0,250.67802385008517,572.5603112840467
时事,2024-07-29,2381601.361809045,473938671,199,0.07324998057414929,587.0,257.0,807391.262350937,1844119.3424124513
时尚,2024-07-29,1785686.1666666667,10714117,6,0.0016559291531607527,587.0,257.0,18252.328790459967,41689.17120622568
明星,2024-07-29,1334876.9816849816,364421416,273,0.05632345127372815,587.0,257.0,620820.129471891,1417982.1634241245
明星-其他,2024-07-29,331079.6666666667,993239,3,0.0001535108694590728,587.0,257.0,1692.0596252129471,3864.743190661479
明星-内地,2024-07-29,1104972.5727272728,121546983,110,0.018785793792286794,587.0,257.0,207064.7069846678,472945.4591439689
明星-日韩,2024-07-29,1880903.3636363635,20689937,11,0.0031977502070734643,587.0,257.0,35246.911413969334,80505.59143968871
星座,2024-07-29,336414.75,1345659,4,0.00020797943202534986,587.0,257.0,2292.434412265758,5236.027237354086
校园,2024-07-29,452045.0,452045,1,6.986618626999803e-05,587.0,257.0,770.0936967632027,1758.929961089494
汽车,2024-07-29,909410.8461538461,11822341,13,0.001827211623739749,587.0,257.0,20140.27427597956,46001.326848249024
游戏,2024-07-29,500876.62686567166,33558734,67,0.005186697697417992,587.0,257.0,57169.90459965928,130578.73151750973
电影,2024-07-29,1763360.9285714286,49374106,28,0.007631055507107981,587.0,257.0,84112.61669505962,192117.1439688716
电影-华语电影,2024-07-29,1161015.705882353,19737267,17,0.003050509512731443,587.0,257.0,33623.96422487223,76798.70428015564
电视剧,2024-07-29,1580095.5,94805730,60,0.01465277747048002,587.0,257.0,161508.90971039183,368893.8910505837
电视剧-国产剧,2024-07-29,1141395.4186046512,49080003,43,0.007585600176376383,587.0,257.0,83611.58943781942,190972.77431906614
电视剧-韩剧,2024-07-29,182956.0,182956,1,2.827691485408258e-05,587.0,257.0,311.679727427598,711.8910505836576
社会,2024-07-29,1800507.3454545455,1485418560,825,0.22958008561508753,587.0,257.0,2530525.6558773424,5779838.7548638135
科技,2024-07-29,1530826.8181818181,16839095,11,0.0026025801588076243,587.0,257.0,28686.703577512777,65521.77042801557
科普,2024-07-29,308530.75,1234123,4,0.00019074089393332253,587.0,257.0,2102.4241908006816,4802.035019455253
综艺,2024-07-29,874396.3448275862,50714988,58,0.007838296625974659,587.0,257.0,86396.91311754685,197334.58365758756
综艺-内地综艺,2024-07-29,902568.696969697,29784767,33,0.004603409127919765,587.0,257.0,50740.659284497444,115894.03501945526
美妆,2024-07-29,1020040.5,2040081,2,0.00031530639461089903,587.0,257.0,3475.4361158432707,7938.058365758755
艺术-戏剧,2024-07-29,333305.0,333305,1,5.151422804084039e-05,587.0,257.0,567.8109028960818,1296.9066147859921
萌宠,2024-07-29,217765.0,217765,1,3.3656848440058225e-05,587.0,257.0,370.9795570698467,847.3346303501945
财经,2024-07-29,1045926.1875,50204457,48,0.007759391087936171,587.0,257.0,85527.18398637138,195348.08171206227
财经-产业公司,2024-07-29,993623.0,993623,1,0.00015357021889447788,587.0,257.0,1692.7137989778535,3866.2373540856033
财经-其他,2024-07-29,470211.0,940422,2,0.00014534769464191416,587.0,257.0,1602.0817717206132,3659.229571984436
运动健身,2024-07-29,429296.0,858592,2,0.00013270039177942496,587.0,257.0,1462.678023850085,3340.8249027237352
音乐,2024-07-29,1161642.0,38334186,33,0.005924771603678286,587.0,257.0,65305.25724020443,149160.25680933852
音乐-华语音乐,2024-07-29,460881.0,2304405,5,0.0003561592075379991,587.0,257.0,3925.732538330494,8966.556420233463
音乐-日韩音乐,2024-07-29,1542317.8181818181,16965496,11,0.002622116169184277,587.0,257.0,28902.037478705282,66013.60311284047
互联网,2024-08-05,1261627.7692307692,16401161,13,0.003357615843877002,587.0,257.0,27940.649063032368,63817.74708171206
体育,2024-08-05,1480084.7210460773,1188508031,803,0.24330920204128592,587.0,257.0,2024715.555366269,4624544.86770428
其他,2024-08-05,993306.998223801,1118463680,1126,0.22896984992519598,587.0,257.0,1905389.5741056218,4351998.7548638135
军事,2024-08-05,1157957.8823529412,19685284,17,0.004029935530150484,587.0,257.0,33535.407155025554,76596.43579766537
动漫,2024-08-05,359354.8888888889,3234194,9,0.0006620983122214298,587.0,257.0,5509.700170357752,12584.412451361868
动漫-国产动漫,2024-08-05,233308.0,466616,2,9.552477867917468e-05,587.0,257.0,794.916524701874,1815.6264591439688
家居,2024-08-05,262278.0,262278,1,5.3693075039039756e-05,587.0,257.0,446.81090289608176,1020.5369649805448
情感,2024-08-05,1234468.2105263157,70364688,57,0.014404930923991414,587.0,257.0,119871.70017035776,273792.56031128403
搞笑,2024-08-05,575921.8699186991,70838390,123,0.014501906335700148,587.0,257.0,120678.68824531516,275635.7587548638
教育,2024-08-05,504485.0,504485,1,0.00010327725147008126,587.0,257.0,859.4293015332198,1962.976653696498
数码,2024-08-05,995762.0,8961858,9,0.0018346552668665262,587.0,257.0,15267.219761499147,34871.04280155642
旅游,2024-08-05,251387.5,502775,2,0.0001029271833808143,587.0,257.0,856.5161839863714,1956.3229571984436
时事,2024-08-05,1677452.7395348838,360652339,215,0.07383209076221492,587.0,257.0,614399.2146507666,1403316.494163424
时尚,2024-08-05,447856.4285714286,3134995,7,0.0006417904733985101,587.0,257.0,5340.706984667802,12198.424124513618
明星,2024-08-05,1084466.2895622896,322086488,297,0.06593695990225935,587.0,257.0,548699.2981260647,1253254.8171206226
明星-其他,2024-08-05,1924896.0,3849792,2,0.0007881224149211712,587.0,257.0,6558.419080068143,14979.735408560311
明星-内地,2024-08-05,753424.5158730159,94931489,126,0.019434201734208654,587.0,257.0,161723.14991482112,369383.22568093386
明星-日韩,2024-08-05,922225.5625,14755609,16,0.0030207414319299766,587.0,257.0,25137.32367972743,57414.82101167315
明星-港台,2024-08-05,222498.5,444997,2,9.109897632720844e-05,587.0,257.0,758.0868824531516,1731.5058365758755
星座,2024-08-05,262769.0,525538,2,0.00010758718333168195,587.0,257.0,895.2947189097104,2044.8949416342411
校园,2024-08-05,457043.75,1828175,4,0.00037426066028983183,587.0,257.0,3114.437819420784,7113.52140077821
汽车,2024-08-05,1262646.125,10101169,8,0.002067892942217884,587.0,257.0,17208.124361158432,39304.15953307393
游戏,2024-08-05,444967.3058823529,37822221,85,0.007742896279124232,587.0,257.0,64433.08517887564,147168.17509727625
生活记录,2024-08-05,998382.6666666666,2995148,3,0.00061316124996008,587.0,257.0,5102.466780238501,11654.272373540856
电影,2024-08-05,907988.9714285714,31779614,35,0.006505864766445216,587.0,257.0,54139.03577512777,123656.08560311284
电影-华语电影,2024-08-05,684495.6666666666,2053487,3,0.00042038612305527964,587.0,257.0,3498.274275979557,7990.221789883269
电影-日本电影,2024-08-05,470868.0,470868,1,9.639524038418233e-05,587.0,257.0,802.160136286201,1832.1712062256809
电影-美国电影,2024-08-05,954024.0,954024,1,0.00019530605777474613,587.0,257.0,1625.2538330494037,3712.1556420233464
电视剧,2024-08-05,1048114.268292683,85945370,82,0.017594579799556333,587.0,257.0,146414.5996592845,334417.7821011673
电视剧-国产剧,2024-08-05,835823.0,64358371,77,0.01317532863409573,587.0,257.0,109639.47359454856,250421.67704280154
社会,2024-08-05,1273668.3901895205,1142480546,897,0.23388653904262313,587.0,257.0,1946304.1669505963,4445449.595330739
科技,2024-08-05,620352.5,6203525,10,0.0012699743529063022,587.0,257.0,10568.185689948892,24138.229571984437
科普,2024-08-05,351915.8181818182,3871074,11,0.0007924792272461884,587.0,257.0,6594.67461669506,15062.544747081713
综艺,2024-08-05,809254.2083333334,58266303,72,0.011928171555473304,587.0,257.0,99261.16354344123,226717.13229571984
综艺-内地综艺,2024-08-05,719554.08,17988852,25,0.0036826450571614106,587.0,257.0,30645.40374787053,69995.53307392997
美图,2024-08-05,1177260.0,2354520,2,0.0004820130511934661,587.0,257.0,4011.107325383305,9161.556420233463
美妆,2024-08-05,691982.3333333334,2075947,3,0.00042498409339734736,587.0,257.0,3536.5366269165247,8077.614785992218
美食,2024-08-05,522883.0,1045766,2,0.0002140873131230086,587.0,257.0,1781.5434412265759,4069.128404669261
萌宠,2024-08-05,259209.0,259209,1,5.3064794941986964e-05,587.0,257.0,441.5826235093697,1008.5953307392996
读书,2024-08-05,869349.0,1738698,2,0.0003559430916212124,587.0,257.0,2962.006814310051,6765.3618677042805
财经,2024-08-05,1165682.54,58284127,50,0.011931820452328915,587.0,257.0,99291.52810902896,226786.48638132296
运动健身,2024-08-05,1152773.0,1152773,1,0.00023599359150206642,587.0,257.0,1963.8381601362862,4485.498054474709
音乐,2024-08-05,949157.0789473684,36067969,38,0.007383769000917956,587.0,257.0,61444.580919931854,140342.29182879376
音乐-华语音乐,2024-08-05,285730.0,857190,3,0.0001754823774495554,587.0,257.0,1460.289608177172,3335.3696498054474
音乐-日韩音乐,2024-08-05,1088169.0714285714,15234367,14,0.0031187518987611275,587.0,257.0,25952.92504258944,59277.69260700389
互联网,2024-08-12,272482.5714285714,1907378,7,0.0009667720638616241,587.0,257.0,3249.366269165247,7421.704280155642
体育,2024-08-12,689901.9395161291,171095681,248,0.0867214179036248,587.0,257.0,291474.7546848382,665741.9494163424
健康,2024-08-12,109334.0,109334,1,5.5416942436290445e-05,587.0,257.0,186.25894378194207,425.42412451361866
健康-医疗,2024-08-12,365400.0,365400,1,0.0001852063472133145,587.0,257.0,622.4872231686542,1421.7898832684825
公益,2024-08-12,1301800.0,1301800,1,0.000659829290646669,587.0,257.0,2217.7172061328793,5065.369649805448
其他,2024-08-12,469351.071654373,445414167,949,0.22576226290949988,587.0,257.0,758797.5587734242,1733129.0544747082
军事,2024-08-12,627340.4545454546,6900745,11,0.0034977060057486153,587.0,257.0,11755.954003407154,26851.147859922177
动漫,2024-08-12,282109.0833333333,3385309,12,0.0017158749701104503,587.0,257.0,5767.136286201022,13172.408560311284
动漫-国产动漫,2024-08-12,121826.0,121826,1,6.174862740998701e-05,587.0,257.0,207.54003407155025,474.0311284046693
动漫-日本动漫,2024-08-12,76534.0,76534,1,3.879196107724087e-05,587.0,257.0,130.381601362862,297.7976653696498
历史,2024-08-12,1709717.0,3419434,2,0.001733171539893303,587.0,257.0,5825.270868824531,13305.190661478598
情感,2024-08-12,633418.0,39271916,62,0.01990533144616344,587.0,257.0,66902.75298126065,152809.01167315175
搞笑,2024-08-12,411085.38613861386,41519624,101,0.02104460289740084,587.0,257.0,70731.89778534924,161554.9571984436
数码,2024-08-12,427748.0,1710992,4,0.0008672320154110658,587.0,257.0,2914.8074957410563,6657.556420233463
旅游,2024-08-12,68129.0,136258,2,6.906361920796882e-05,587.0,257.0,232.12606473594548,530.1867704280156
时事,2024-08-12,839605.082278481,132657603,158,0.06723872490887803,587.0,257.0,225992.50936967632,516177.44357976655
时尚,2024-08-12,396247.85714285716,2773735,7,0.001405893069205591,587.0,257.0,4725.272572402045,10792.743190661478
明星,2024-08-12,601812.5714285715,160082144,266,0.08113910548526496,587.0,257.0,272712.34071550256,622887.7198443579
明星-其他,2024-08-12,960871.3333333334,2882614,3,0.0014610793907114433,587.0,257.0,4910.7563884156725,11216.396887159533
明星-内地,2024-08-12,541029.5982142857,60595315,112,0.03071329214392492,587.0,257.0,103228.81601362862,235779.43579766536
明星-日韩,2024-08-12,566464.8571428572,3965254,7,0.0020098254217651456,587.0,257.0,6755.117546848382,15429.003891050583
明星-港台,2024-08-12,847314.6,4236573,5,0.0021473459497333156,587.0,257.0,7217.330494037478,16484.719844357976
星座,2024-08-12,360658.6666666667,2163952,6,0.0010968189531060382,587.0,257.0,3686.45996592845,8420.046692607004
校园,2024-08-12,242497.0,242497,1,0.00012291183245809285,587.0,257.0,413.11243611584325,943.568093385214
汽车,2024-08-12,532565.375,8521046,16,0.004318970454561097,587.0,257.0,14516.262350936968,33155.82101167315
游戏,2024-08-12,282751.775862069,32799206,116,0.016624578912854484,587.0,257.0,55875.989778534924,127623.36964980545
电商,2024-08-12,726224.0,726224,1,0.0003680933067833665,587.0,257.0,1237.1788756388416,2825.7743190661477
电影,2024-08-12,492609.90625,15763517,32,0.00798988342311162,587.0,257.0,26854.373083475297,61336.64202334631
电影-华语电影,2024-08-12,452306.71428571426,3166147,7,0.0016047906967991082,587.0,257.0,5393.776831345826,12319.63813229572
电影-日本电影,2024-08-12,201344.0,201344,1,0.00010205305630355117,587.0,257.0,343.00511073253836,783.4396887159533
电影-美国电影,2024-08-12,802098.3333333334,2406295,3,0.0012196527292492136,587.0,257.0,4099.310051107325,9363.015564202335
电视剧,2024-08-12,429610.2619047619,18043631,42,0.009145580153188082,587.0,257.0,30738.72402044293,70208.68093385214
电视剧-国产剧,2024-08-12,406516.546875,26017059,64,0.013186985393057717,587.0,257.0,44322.076660988074,101233.69260700389
直播,2024-08-12,169709.0,169709,1,8.601856589826052e-05,587.0,257.0,289.11243611584325,660.3463035019455
社会,2024-08-12,653287.5021321962,612783677,938,0.31059503680655054,587.0,257.0,1043924.4923339012,2384372.284046693
科技,2024-08-12,598760.125,4790081,8,0.0024278965650407795,587.0,257.0,8160.274275979557,18638.447470817122
科普,2024-08-12,316915.95,6338319,20,0.003212635220204566,587.0,257.0,10797.817717206133,24662.719844357976
综艺,2024-08-12,544638.9894736842,51740704,95,0.026225251204393354,587.0,257.0,88144.29982964224,201325.6964980545
综艺-内地综艺,2024-08-12,371287.69696969696,12252494,33,0.00621028915706911,587.0,257.0,20873.07325383305,47675.07392996109
美妆,2024-08-12,153497.0,153497,1,7.78013647460376e-05,587.0,257.0,261.4940374787053,597.2645914396887
萌宠,2024-08-12,383702.6666666667,1151108,3,0.0005834496659223428,587.0,257.0,1961.0017035775127,4479.019455252918
读书,2024-08-12,196235.8,981179,5,0.0004973195910027715,587.0,257.0,1671.5144804088586,3817.817120622568
财经,2024-08-12,742789.2777777778,66851035,90,0.03388406130207838,587.0,257.0,113885.9199318569,260120.7587548638
财经-产业公司,2024-08-12,1872586.0,1872586,1,0.0009491374190005249,587.0,257.0,3190.0954003407155,7286.3268482490275
财经-其他,2024-08-12,940384.0,940384,1,0.0004766422704374536,587.0,257.0,1602.0170357751279,3659.081712062257
音乐,2024-08-12,317599.4,11115979,35,0.005634236087273981,587.0,257.0,18936.93185689949,43252.83657587549
音乐-华语音乐,2024-08-12,338078.25,4056939,12,0.0020562968063963794,587.0,257.0,6911.310051107325,15785.75486381323
音乐-日韩音乐,2024-08-12,626049.6666666666,3756298,6,0.0019039141533242444,587.0,257.0,6399.144804088586,14615.945525291829
互联网,2024-08-19,587172.4210526316,11156276,19,0.0057254818908955805,587.0,257.0,19005.580919931857,43409.634241245134
体育,2024-08-19,541706.7264573991,120800600,223,0.06199574550766946,587.0,257.0,205793.1856899489,470041.2451361868
其他,2024-08-19,510802.0281690141,544004160,1065,0.27918688697302413,587.0,257.0,926753.2538330494,2116747.7042801557
军事,2024-08-19,298123.4,1490617,5,0.0007649954733784909,587.0,257.0,2539.381601362862,5800.066147859922
动漫,2024-08-19,269175.44444444444,2422579,9,0.0012432851422610846,587.0,257.0,4127.051107325383,9426.377431906614
动漫-日本动漫,2024-08-19,288766.0,866298,3,0.0004445904270492286,587.0,257.0,1475.8057921635434,3370.8093385214006
情感,2024-08-19,371807.44,18590372,50,0.009540713965037459,587.0,257.0,31670.139693356046,72336.07782101167
搞笑,2024-08-19,448848.47524752474,45333696,101,0.023265582125734912,587.0,257.0,77229.46507666098,176395.70428015565
教育,2024-08-19,337659.8,1688299,5,0.0008664473118912724,587.0,257.0,2876.1482112436115,6569.256809338522
