host_category_raw,week,avg_heat,total_heat,topic_count,normalized_heat,mau_millions,dau_millions,heat_per_mau,heat_per_dau
音乐-日韩音乐,2024-11-11,245761.5,491523,2,0.00031694459066971696,590.0,260.0,833.0898305084746,1890.4730769230769
互联网,2024-11-18,184019.66666666666,552059,3,0.0003057909737778929,590.0,260.0,935.693220338983,2123.3038461538463
体育,2024-11-18,513348.385026738,191992296,374,0.10634644331800308,590.0,260.0,325410.6711864407,738431.9076923077
健康,2024-11-18,672799.0,672799,1,0.00037267006129198616,590.0,260.0,1140.3372881355933,2587.6884615384615
公益,2024-11-18,112371.33333333333,337114,3,0.00018673079930616222,590.0,260.0,571.3796610169492,1296.5923076923077
其他,2024-11-18,367241.76923076925,367609011,1001,0.2036222893625829,590.0,260.0,623066.120338983,1413880.8115384616
军事,2024-11-18,315124.0,8193224,26,0.004538308306431746,590.0,260.0,13886.82033898305,31512.4
动漫,2024-11-18,249698.5,998794,4,0.0005532419358501841,590.0,260.0,1692.871186440678,3841.5153846153844
动漫-日本动漫,2024-11-18,85820.0,85820,1,4.753655201639457e-05,590.0,260.0,145.45762711864407,330.0769230769231
情感,2024-11-18,458941.5142857143,16062953,35,0.008897429513183421,590.0,260.0,27225.34406779661,61780.588461538464
搞笑,2024-11-18,423815.6538461539,11019207,26,0.006103648412199012,590.0,260.0,18676.622033898304,42381.56538461539
教育,2024-11-18,466082.6666666667,1398248,3,0.0007745034815173582,590.0,260.0,2369.91186440678,5377.876923076923
数码,2024-11-18,464473.25,5573679,12,0.0030873162631809147,590.0,260.0,9446.913559322034,21437.226923076923
旅游,2024-11-18,165896.0,165896,1,9.189144527280114e-05,590.0,260.0,281.1796610169491,638.0615384615385
时事,2024-11-18,435744.85148514854,88020460,202,0.04875540870772521,590.0,260.0,149187.22033898305,338540.23076923075
时尚,2024-11-18,333733.9166666667,4004807,12,0.0022183024501412386,590.0,260.0,6787.808474576271,15403.103846153846
明星,2024-11-18,343659.4213836478,163925544,477,0.09079999008589813,590.0,260.0,277839.9050847458,630482.8615384615
明星-内地,2024-11-18,334653.7513513513,61910944,185,0.03429308797296774,590.0,260.0,104933.80338983051,238119.0153846154
明星-日韩,2024-11-18,356554.8333333333,14975303,42,0.008294969354704845,590.0,260.0,25381.869491525424,57597.31923076923
明星-港台,2024-11-18,353989.5,1415958,4,0.0007843132267540203,590.0,260.0,2399.928813559322,5445.992307692308
星座,2024-11-18,241987.33333333334,725962,3,0.000402117576030364,590.0,260.0,1230.4440677966102,2792.1615384615384
校园,2024-11-18,842001.0,1684002,2,0.0009327854657272489,590.0,260.0,2854.240677966102,6476.930769230769
汽车,2024-11-18,483100.0416666667,11594401,24,0.006422254092699106,590.0,260.0,19651.52711864407,44593.85
游戏,2024-11-18,259567.65024630542,52692233,203,0.02918675221235706,590.0,260.0,89308.86949152543,202662.4346153846
生活记录,2024-11-18,229831.0,229831,1,0.00012730567800605899,590.0,260.0,389.5440677966102,883.9653846153847
电影,2024-11-18,361734.05555555556,6511213,18,0.0036066256754174386,590.0,260.0,11035.954237288135,25043.126923076925
电影-华语电影,2024-11-18,224768.64285714287,3146761,14,0.0017430222321097857,590.0,260.0,5333.493220338983,12102.926923076922
电影-美国电影,2024-11-18,277175.0,277175,1,0.00015352999073810493,590.0,260.0,469.7881355932203,1066.0576923076924
电视剧,2024-11-18,314697.51020408166,30840356,98,0.017082780088535615,590.0,260.0,52271.789830508475,118616.75384615385
电视剧-国产剧,2024-11-18,346224.7521367521,40508296,117,0.022437948262637012,590.0,260.0,68658.12881355932,155801.13846153847
电视剧-韩剧,2024-11-18,119401.0,119401,1,6.613740208936761e-05,590.0,260.0,202.37457627118644,459.2346153846154
社会,2024-11-18,441698.2078220859,575974463,1304,0.31903798672237743,590.0,260.0,976227.9033898305,2215286.3961538463
科技,2024-11-18,275693.1666666667,3308318,12,0.001832510262104107,590.0,260.0,5607.318644067796,12724.3
科普,2024-11-18,406810.7272727273,8949836,22,0.004957403222467965,590.0,260.0,15169.213559322034,34422.446153846155
综艺,2024-11-18,333841.67741935485,41396368,124,0.022929860180864736,590.0,260.0,70163.33559322034,159216.8
综艺-内地综艺,2024-11-18,470189.0,14105670,30,0.007813270982068242,590.0,260.0,23907.915254237287,54252.57692307692
美图,2024-11-18,394128.0,394128,1,0.00021831142126680915,590.0,260.0,668.0135593220339,1515.876923076923
美食,2024-11-18,160661.5,321323,2,0.00017798400726595144,590.0,260.0,544.6152542372881,1235.8576923076923
职场,2024-11-18,410895.5,821791,2,0.00045519821274883377,590.0,260.0,1392.8661016949152,3160.7346153846156
读书,2024-11-18,355818.0,1779090,5,0.0009854556551718414,590.0,260.0,3015.406779661017,6842.653846153846
财经,2024-11-18,531409.7446808511,49952516,94,0.027669195702444443,590.0,260.0,84665.28135593221,192125.06153846154
财经-产业公司,2024-11-18,1179385.0,1179385,1,0.0006532730878566245,590.0,260.0,1998.957627118644,4536.096153846154
财经-宏观经济,2024-11-18,296587.0,296587,1,0.00016428249071179699,590.0,260.0,502.6898305084746,1140.7192307692308
运动健身,2024-11-18,343029.3,3430293,10,0.0019000734284079957,590.0,260.0,5814.05593220339,13193.434615384615
音乐,2024-11-18,297628.86666666664,13393299,45,0.0074186815961853345,590.0,260.0,22700.506779661016,51512.68846153846
音乐-华语音乐,2024-11-18,249152.2,2491522,10,0.001380078829561774,590.0,260.0,4222.918644067797,9582.776923076923
音乐-日韩音乐,2024-11-18,309262.0,309262,1,0.0001713032993439084,590.0,260.0,524.1728813559322,1189.4692307692308
互联网,2024-11-25,258478.7894736842,4911097,19,0.0033475570456317,590.0,260.0,8323.893220338983,18888.834615384614
体育,2024-11-25,302726.9441860465,65086293,215,0.04436484938216435,590.0,260.0,110315.75084745763,250331.89615384614
健康,2024-11-25,174018.0,696072,4,0.0004744644074158887,590.0,260.0,1179.7830508474576,2677.2
公益,2024-11-25,148287.0,148287,1,0.0001010770489008032,590.0,260.0,251.33389830508474,570.3346153846154
其他,2024-11-25,317476.3568627451,323825884,1020,0.2207298327730268,590.0,260.0,548857.4305084746,1245484.1692307692
军事,2024-11-25,306767.26666666666,4601509,15,0.003136532199117158,590.0,260.0,7799.16779661017,17698.111538461537
动漫,2024-11-25,212859.2,2128592,10,0.0014509147644355775,590.0,260.0,3607.7830508474576,8186.892307692307
动漫-国产动漫,2024-11-25,135861.0,135861,1,9.260709934594417e-05,590.0,260.0,230.2728813559322,522.5423076923076
情感,2024-11-25,312317.44444444444,14054285,45,0.009579839447900524,590.0,260.0,23820.822033898305,54054.942307692305
搞笑,2024-11-25,272084.6,8162538,30,0.005563840745181063,590.0,260.0,13834.810169491526,31394.376923076925
摄影,2024-11-25,236442.0,236442,1,0.0001611662492073055,590.0,260.0,400.7491525423729,909.3923076923077
教育,2024-11-25,590392.8571428572,4132750,7,0.0028170114294900728,590.0,260.0,7004.661016949152,15895.192307692309
数码,2024-11-25,468060.42307692306,12169571,26,0.00829515954243323,590.0,260.0,20626.39152542373,46806.04230769231
旅游,2024-11-25,241136.33333333334,723409,3,0.0004930981601103343,590.0,260.0,1226.1169491525425,2782.3423076923077
时事,2024-11-25,320188.23195876286,62116517,194,0.042340557340539445,590.0,260.0,105282.23220338982,238909.68076923076
时尚,2024-11-25,277275.6666666667,4159135,15,0.0028349962692619185,590.0,260.0,7049.381355932203,15996.673076923076
明星,2024-11-25,289272.77669902914,148975480,515,0.10154633836398759,590.0,260.0,252500.81355932204,572982.6153846154
明星-其他,2024-11-25,345044.0,345044,1,0.0002351927630940591,590.0,260.0,584.8203389830509,1327.0923076923077
明星-内地,2024-11-25,291121.6984126984,55022001,189,0.037504713735506436,590.0,260.0,93257.62881355932,211623.08076923076
明星-日韩,2024-11-25,277160.85,11086434,40,0.0075568595463764675,590.0,260.0,18790.566101694916,42640.13076923077
星座,2024-11-25,265616.1111111111,2390545,9,0.001629470107727384,590.0,260.0,4051.771186440678,9194.403846153846
校园,2024-11-25,248773.5,497547,2,0.00033914356922351877,590.0,260.0,843.3,1913.6423076923077
汽车,2024-11-25,382001.0714285714,5348015,14,0.0036453739955439723,590.0,260.0,9064.43220338983,20569.28846153846
游戏,2024-11-25,252818.01913875598,52838966,209,0.036016688922494065,590.0,260.0,89557.56949152543,203226.79230769232
生活记录,2024-11-25,46821.0,46821,1,3.191465540866365e-05,590.0,260.0,79.35762711864406,180.08076923076922
电影,2024-11-25,266274.64285714284,3727845,14,0.002541015539862663,590.0,260.0,6318.381355932203,14337.865384615385
电影-华语电影,2024-11-25,434596.8888888889,7822744,18,0.005332226545998401,590.0,260.0,13258.88813559322,30087.476923076923
电影-美国电影,2024-11-25,282106.5,564213,2,0.00038458519621726027,590.0,260.0,956.293220338983,2170.05
电视剧,2024-11-25,258273.625,24794268,96,0.016900547176054676,590.0,260.0,42024.18305084746,95362.56923076924
电视剧-国产剧,2024-11-25,289387.7355371901,35015916,121,0.023867941585158627,590.0,260.0,59349.01016949153,134676.6
电视剧-韩剧,2024-11-25,313233.85714285716,2192637,7,0.0014945698359985057,590.0,260.0,3716.333898305085,8433.219230769231
社会,2024-11-25,383581.1059654631,488682329,1274,0.33310113270409003,590.0,260.0,828275.1338983051,1879547.4192307692
科技,2024-11-25,578877.5,8104285,14,0.005524133681651432,590.0,260.0,13736.07627118644,31170.326923076922
科普,2024-11-25,423881.7619047619,8901517,21,0.006067551903405767,590.0,260.0,15087.316949152542,34236.60384615385
综艺,2024-11-25,331579.0070422535,47084219,142,0.03209407369708152,590.0,260.0,79803.76101694915,181093.15
综艺-内地综艺,2024-11-25,317935.9347826087,14625053,46,0.00996889273677287,590.0,260.0,24788.225423728814,56250.20384615385
美妆,2024-11-25,407043.0,407043,1,0.0002774532171783746,590.0,260.0,689.9033898305084,1565.55
美食,2024-11-25,1409478.75,5637915,4,0.0038429788865751674,590.0,260.0,9555.78813559322,21684.28846153846
财经,2024-11-25,297359.3287671233,21707231,73,0.014796326375798493,590.0,260.0,36791.91694915254,83489.35
财经-产业公司,2024-11-25,413364.3333333333,1240093,3,0.0008452861060143083,590.0,260.0,2101.8525423728815,4769.588461538461
财经-其他,2024-11-25,391632.0,391632,1,0.00026694859842817884,590.0,260.0,663.7830508474576,1506.2769230769231
财经-宏观经济,2024-11-25,652839.25,2611357,4,0.0017799824609470469,590.0,260.0,4426.028813559322,10043.680769230768
运动健身,2024-11-25,715371.0,715371,1,0.0004876192083541813,590.0,260.0,1212.493220338983,2751.4269230769232
音乐,2024-11-25,209558.0,6496298,31,0.004428079539138225,590.0,260.0,11010.674576271187,24985.76153846154
音乐-华语音乐,2024-11-25,173020.6923076923,2249269,13,0.0015331719753185426,590.0,260.0,3812.320338983051,8651.034615384615
音乐-日韩音乐,2024-11-25,258620.0,258620,1,0.00017628346643148573,590.0,260.0,438.33898305084745,994.6923076923077
互联网,2024-12-02,233802.66666666666,701408,3,0.0003259784793684037,590.0,260.0,1188.8271186440677,2697.723076923077
体育,2024-12-02,358662.6884057971,98990902,276,0.046005896290413954,590.0,260.0,167781.18983050846,380734.23846153845
健康,2024-12-02,315228.0,2521824,8,0.0011720145090371727,590.0,260.0,4274.277966101695,9699.323076923078
健康-医疗,2024-12-02,419356.0,419356,1,0.00019489516970724072,590.0,260.0,710.7728813559322,1612.9076923076923
公益,2024-12-02,110201.25,440805,4,0.00020486356528295825,590.0,260.0,747.1271186440678,1695.4038461538462
其他,2024-12-02,452278.14017769,458157756,1013,0.2129282366493113,590.0,260.0,776538.5694915254,1762145.2153846154
军事,2024-12-02,361793.8333333333,2170763,6,0.0010088593540552632,590.0,260.0,3679.259322033898,8349.088461538462
动漫,2024-12-02,239452.9,2394529,10,0.0011128543190604388,590.0,260.0,4058.5237288135595,9209.726923076923
动漫-国产动漫,2024-12-02,410066.0,410066,1,0.00019057765397697749,590.0,260.0,695.0271186440677,1577.176923076923
动漫-日本动漫,2024-12-02,223790.5,895162,4,0.0004160254053965438,590.0,260.0,1517.2237288135593,3442.9307692307693
情感,2024-12-02,543001.6666666666,16290050,30,0.007570780099222228,590.0,260.0,27610.254237288136,62654.03846153846
搞笑,2024-12-02,316998.5675675676,11728947,37,0.005451013258549376,590.0,260.0,19879.571186440677,45111.334615384614
政务,2024-12-02,253705.0,507410,2,0.0002358181546493934,590.0,260.0,860.0169491525423,1951.576923076923
教育,2024-12-02,200491.5,400983,2,0.0001863563412344607,590.0,260.0,679.6322033898305,1542.2423076923078
数码,2024-12-02,438477.75,5261733,12,0.0024453837455269242,590.0,260.0,8918.191525423728,20237.434615384616
旅游,2024-12-02,303029.3333333333,909088,3,0.00042249749625334097,590.0,260.0,1540.8271186440677,3496.492307692308
时事,2024-12-02,496001.970260223,133424530,269,0.06200888127857675,590.0,260.0,226143.2711864407,513171.26923076925
时尚,2024-12-02,452442.5714285714,6334196,14,0.0029438095660463313,590.0,260.0,10735.925423728813,24362.292307692307
明星,2024-12-02,526355.4042105263,250018817,475,0.11619592844556549,590.0,260.0,423760.706779661,961610.8346153846
明星-内地,2024-12-02,437064.43979057594,83479308,191,0.03879690263094606,590.0,260.0,141490.3525423729,321074.26153846155
明星-日韩,2024-12-02,617150.0,15428750,25,0.007170492015425057,590.0,260.0,26150.42372881356,59341.346153846156
明星-港台,2024-12-02,186808.0,186808,1,8.681878132820378e-05,590.0,260.0,316.6237288135593,718.4923076923077
星座,2024-12-02,151407.0,151407,1,7.036621142862912e-05,590.0,260.0,256.62203389830506,582.3346153846154
校园,2024-12-02,362966.25,1451865,4,0.0006747524193453844,590.0,260.0,2460.7881355932204,5584.096153846154
汽车,2024-12-02,978965.6666666666,5873794,6,0.0027298383198413097,590.0,260.0,9955.583050847457,22591.515384615384
游戏,2024-12-02,302894.5283018868,48160230,159,0.02238240587708235,590.0,260.0,81627.50847457627,185231.65384615384
电影,2024-12-02,293091.6551724138,8499658,29,0.003950205287067566,590.0,260.0,14406.2,32690.992307692308
电影-其他,2024-12-02,239601.0,239601,1,0.00011135426119341224,590.0,260.0,406.1033898305085,921.5423076923076
电影-华语电影,2024-12-02,322433.8,3224338,10,0.001498507000504357,590.0,260.0,5464.979661016949,12401.3
电影-美国电影,2024-12-02,520527.0,2082108,4,0.0009676570551245328,590.0,260.0,3528.9966101694913,8008.107692307693
电视剧,2024-12-02,328595.0612244898,32202316,98,0.014965985563068593,590.0,260.0,54580.19661016949,123855.06153846154
电视剧-国产剧,2024-12-02,297780.1666666667,30373577,102,0.014116081429694444,590.0,260.0,51480.63898305085,116821.45
电视剧-韩剧,2024-12-02,193131.33333333334,579394,3,0.0002692726274510369,590.0,260.0,982.0237288135593,2228.4384615384615
社会,2024-12-02,608904.907083016,799492143,1313,0.37156296056236365,590.0,260.0,1355071.4288135592,3074969.780769231
科技,2024-12-02,306426.3333333333,1838558,6,0.0008544675011842089,590.0,260.0,3116.2,7071.376923076923
科普,2024-12-02,386977.5,7739550,20,0.003596946057067682,590.0,260.0,13117.881355932202,29767.5
综艺,2024-12-02,443571.7078651685,39477882,89,0.01834729564396938,590.0,260.0,66911.66440677966,151838.0076923077
综艺-内地综艺,2024-12-02,326294.9268292683,13378092,41,0.006217451307955721,590.0,260.0,22674.73220338983,51454.2
美妆,2024-12-02,357650.0,357650,1,0.00016621738438413815,590.0,260.0,606.1864406779661,1375.576923076923
美食,2024-12-02,444465.5714285714,3111259,7,0.001445953678517012,590.0,260.0,5273.3203389830505,11966.38076923077
职场,2024-12-02,396908.0,793816,2,0.00036892498029436323,590.0,260.0,1345.450847457627,3053.1384615384613
艺术-舞蹈,2024-12-02,335408.0,335408,1,0.00015588044306309243,590.0,260.0,568.4881355932204,1290.0307692307692
读书,2024-12-02,322164.0,322164,1,0.00014972531084225216,590.0,260.0,546.0406779661017,1239.0923076923077
财经,2024-12-02,603610.3950617284,48892442,81,0.022722700476424385,590.0,260.0,82868.54576271186,188047.85384615386
财经-产业公司,2024-12-02,612726.0,612726,1,0.00028476363222188015,590.0,260.0,1038.5186440677967,2356.6384615384613
财经-其他,2024-12-02,428138.5,856277,2,0.0003979536509109371,590.0,260.0,1451.3169491525423,3293.373076923077
财经-宏观经济,2024-12-02,386683.0,386683,1,0.00017971043435149363,590.0,260.0,655.3949152542373,1487.2423076923078
音乐,2024-12-02,219585.08333333334,7905063,36,0.0036738680141250616,590.0,260.0,13398.41186440678,30404.08846153846
音乐-华语音乐,2024-12-02,201667.125,1613337,8,0.0007497963267724096,590.0,260.0,2734.4694915254236,6205.142307692307
音乐-日韩音乐,2024-12-02,337898.0,675796,2,0.0003140753348168965,590.0,260.0,1145.4169491525424,2599.2153846153847
互联网,2024-12-09,431056.3333333333,9052183,21,0.005893290809338497,590.0,260.0,15342.683050847458,34816.088461538464
体育,2024-12-09,390054.3700440529,88542342,227,0.05764419150009517,590.0,260.0,150071.76610169493,340547.4692307692
健康,2024-12-09,337445.5,2024673,6,0.0013181336239905669,590.0,260.0,3431.649152542373,7787.203846153846
健康-医疗,2024-12-09,662590.0,1325180,2,0.0008627389785115027,590.0,260.0,2246.0677966101694,5096.846153846154
公益,2024-12-09,890190.0,890190,1,0.0005795451269119323,590.0,260.0,1508.7966101694915,3423.8076923076924
其他,2024-12-09,413345.05717916135,325302560,787,0.2117834545658528,590.0,260.0,551360.2711864407,1251163.6923076923
军事,2024-12-09,240379.83333333334,1442279,6,0.00093897456284323,590.0,260.0,2444.5406779661016,5547.226923076923
